"","soc_uni","soc","occupation","id","new_descript","word","definition"
"1262","41-2022","41-2022.00","Parts Salespersons"," 2427","Take and fill phone orders for parts.","parts","Pieces needed to make a whole machine work. Example"
"1263","41-2022","41-2022.00","Parts Salespersons"," 2425","Find out the stock numbers and prices of parts that need to be replaced. Read through catalogs, computer listings, and more.","catalog","A list, book, or record of things for sale."
"1264","41-2022","41-2022.00","Parts Salespersons"," 2425","Find out the stock numbers and prices of parts that need to be replaced. Read through catalogs, computer listings, and more.","parts","Pieces needed to make a whole machine work. Example"
"1265","41-2022","41-2022.00","Parts Salespersons"," 2429","Write up sales slips or sales contracts.",NA,NA
"1266","41-2031","41-2031.00","Retail Salespersons","  694","Greet customers and find out what they want or need.",NA,NA
"1267","41-2031","41-2031.00","Retail Salespersons","  700","Pick out and find items that customers want or need. Give customers advice about what to buy.","advice","Tips or help"
"1268","41-2031","41-2031.00","Retail Salespersons","  701","Answer questions about the store and items for sale.",NA,NA
"1269","41-9011","41-9011.00","Demonstrators and Product Promoters","13190","Show how products and services work. Do so in a way that gets people to buy or use those things.","services","Helpful acts, things that are done for other people."
"1270","41-9011","41-9011.00","Demonstrators and Product Promoters","13206","Learn about products that you will show to customers. Get ready to show how products work.",NA,NA
"1271","41-9011","41-9011.00","Demonstrators and Product Promoters","13203","Go to trade shows, stores, and other places to show how products and services work. Answer questions for people who might buy products.","services","Helpful acts, things that are done for other people."
"1272","41-9041","41-9041.00","Telemarketers"," 4618","Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.","goods","Things people buy."
"1273","41-9041","41-9041.00","Telemarketers"," 4618","Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.","services","Helpful acts, things that are done for other people."
"1274","41-9041","41-9041.00","Telemarketers"," 4619","Call people and businesses on the phone. Get them to buy products or give money to a cause.",NA,NA
"1275","41-9041","41-9041.00","Telemarketers"," 4620","Tell people how goods or services work. Tell them the price of products. Answer questions.","goods","Things people buy."
"1276","41-9041","41-9041.00","Telemarketers"," 4620","Tell people how goods or services work. Tell them the price of products. Answer questions.","services","Helpful acts, things that are done for other people."
"1277","43-3041","43-3041.00","Gaming Cage Workers"," 4661","Follow all gaming rules and laws.",NA,NA
"1278","43-3041","43-3041.00","Gaming Cage Workers"," 4665","Guard the gaming cage. That is the place where money and gaming chips are handled.",NA,NA
"1279","43-3041","43-3041.00","Gaming Cage Workers"," 4669","Sell gaming chips, tokens, or tickets to players. Sell them to workers who will resell them to players.",NA,NA
"1280","43-3051","43-3051.00","Payroll and Timekeeping Clerks"," 2524","Fill in time sheets that show when workers start and stop work.",NA,NA
"1281","43-3051","43-3051.00","Payroll and Timekeeping Clerks"," 2528","Prepare reports for the end of a given period. Make sure spending and hours add up. Match payrolls to bank statements.","period","A length of time."
"1282","43-3051","43-3051.00","Payroll and Timekeeping Clerks"," 2525","Update clients’ files with the number of hours worked and money owed. Bill clients.","clients","People, businesses, or groups who have hired you for your services and help."
"1283","43-4051","43-4051.00","Customer Service Representatives","18565","Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.","goods","Things people buy."
"1284","43-4051","43-4051.00","Customer Service Representatives","18565","Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.","services","Helpful acts, things that are done for other people."
"1285","43-4051","43-4051.00","Customer Service Representatives","18565","Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.","complaint","Reason someone is not happy or pleased."
"1286","43-4051","43-4051.00","Customer Service Representatives"," 2584","Fill out contract forms. Prepare change of address records. Cancel or stop service orders. Use computers.",NA,NA
"1287","43-4051","43-4051.00","Customer Service Representatives"," 2583","Figure out how much services will cost. Collect money and down payments. Set up billing.","services","Helpful acts, things that are done for other people."
"1288","43-4051","43-4051.00","Customer Service Representatives"," 2583","Figure out how much services will cost. Collect money and down payments. Set up billing.","down payment","A payment made ahead of time. Often not the full amount owed."
"1289","43-4081","43-4081.00","Hotel, Motel, and Resort Desk Clerks"," 2610","Greet and sign in guests. Pick out rooms for guests to stay in. Hand out room keys and cards.",NA,NA
"1290","43-4081","43-4081.00","Hotel, Motel, and Resort Desk Clerks"," 2615","Tell bellhops what rooms guests are staying in. Give bellhops room keys and cards.",NA,NA
"1291","43-4081","43-4081.00","Hotel, Motel, and Resort Desk Clerks"," 2612","Keep records about which rooms are empty. Keep track of how much money guests owe. Do so by hand or by computer.",NA,NA
"1292","43-4111","43-4111.00","Interviewers, Except Eligibility and Loan"," 2627","Ask people questions. Find out a person’s name, address, age, and more. Get info needed.",NA,NA
"1293","43-4111","43-4111.00","Interviewers, Except Eligibility and Loan"," 2631","Contact people by phone, mail, or in person. Set up interviews at homes, work places, and elsewhere.",NA,NA
"1294","43-4111","43-4111.00","Interviewers, Except Eligibility and Loan"," 2632","Help people fill out forms.",NA,NA
"1295","43-4121","43-4121.00","Library Assistants, Clerical"," 2657","Run a small branch library. Follow orders from off-site staff.",NA,NA
"1296","43-4121","43-4121.00","Library Assistants, Clerical","18774","Lend out library items. Put them on hold. Get them from the shelves. Work at the checkout desk. Loan out books and other items.",NA,NA
"1297","43-4121","43-4121.00","Library Assistants, Clerical"," 2658","Get info and records that are stored in computers. Store info and records in computers.","store","To keep something for later use."
"1298","43-4151","43-4151.00","Order Clerks"," 2670","Give order info to buyers by phone or by mail. Tell them about pricing, shipping dates, and any delays.",NA,NA
"1299","43-4151","43-4151.00","Order Clerks"," 2668","Get contact info from buyers. Take orders. Get billing and shipping info. Enter info on order forms.",NA,NA
"1300","43-4151","43-4151.00","Order Clerks"," 2677","File copies of orders. Keep and post records of orders.",NA,NA
"1301","43-4171","43-4171.00","Receptionists and Information Clerks","  744","Run a phone switchboard. Answer and forward calls. Take messages. Set up meeting times. Answer questions.",NA,NA
"1302","43-4171","43-4171.00","Receptionists and Information Clerks","  747","Greet visitors. Find out what they need. Tell them or show them where to go.",NA,NA
"1303","43-4171","43-4171.00","Receptionists and Information Clerks","  751","Set up meeting times. Keep and update meeting schedules.","schedule","A list of times and dates when tasks will get done."
"1304","43-4181","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks"," 9758","Help people who plan to travel. Check IDs, tickets, and travel plans. Set up boarding passes.",NA,NA
"1305","43-4181","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks"," 9760","Take bags and cargo. Check them in. Tell people where to go.","cargo","Objects being sent from one place to another."
"1306","43-4181","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks"," 9761","Use public address systems (PAs). Tell people when planes, trains, buses, or boats arrive and depart.","public address systems","Machines that make sound loud enough for many people to hear it."
"1307","43-5011","43-5011.00","Cargo and Freight Agents"," 8201","Keep records. Track all goods shipped, received, and stored.","goods","Things people buy."
"1308","43-5011","43-5011.00","Cargo and Freight Agents"," 8201","Keep records. Track all goods shipped, received, and stored.","receive","To get or take in."
"1309","43-5011","43-5011.00","Cargo and Freight Agents"," 8201","Keep records. Track all goods shipped, received, and stored.","store","To keep something for later use."
"1310","43-5011","43-5011.00","Cargo and Freight Agents","20274","Make lists of everything loaded onto an airplane. List the number of people and bags. List how much the freight weighs. Send info out.","freight","Objects being sent from one place to another."
"1311","43-5011","43-5011.00","Cargo and Freight Agents"," 8208","Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.","goods","Things people buy."
"1312","43-5011","43-5011.00","Cargo and Freight Agents"," 8208","Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.","receive","To get or take in."
"1313","43-5011","43-5011.00","Cargo and Freight Agents"," 8208","Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.","store","To keep something for later use."
"1314","43-5021","43-5021.00","Couriers and Messengers"," 7011","Load goods into vehicles. Make sure the right items are loaded in the right way. Protect goods from damage.","goods","Things people buy."
"1315","43-5021","43-5021.00","Couriers and Messengers"," 7011","Load goods into vehicles. Make sure the right items are loaded in the right way. Protect goods from damage.","vehicle","A machine that moves or carries people or things, such as a truck, car, or tractor."
